planet_id,target_id,kepler_object_Name,planet_name,planet_status,preliminary_status,confidence_score,flag_not_transit_like,flag_stellar_Eclipse,flag_centroid_offset,flag_Ephemeris_match,orbital_period_days,orbital_period_upper_err1,orbital_period_lower_err2,tansit_Epoch_time,transit_time_upper_err1,transit_time_lower_err2,impact_parameter,impact_upper_err1,impact_lower_err2,transit_duration_hours,transit_duration_upper_err1,transit_duration_lower_err2,transit_depth_ppm,transit_depth_upper_err1,transit_depth_lower_err2,planet_size_earths,planet_size_earths_err1,planet_size_earths_err2,planet_temperature_k_elvin,planet_temperature_k_elvin_err1,planet_temperature_k_elvin_err2,insolation_flux_earths,insolation_upper_err1,insolation_lower_err2,signal _to_noise_ratio,TEC_planet_number,tce_delivery_name,star_temperature_kelvi n,star_temperature_kelvi n_err1,star_temperature_kelvi n_err2,star_gravity_logg,star_gravity_upper_err1,star_gravity_lower_err2,star_size_suns,star_size_upper_err1,star_size_lower_err2,sky_right_ascension,sky_declination,kepler_magnitude_brightness
6763,7539277,K05398.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.83E-02,-1.83E-02,185.7811,2.33E-02,-2.33E-02,0.2134,0.2319,-0.2133,5.896,0.812,-0.812,5.71E+02,7.44E+01,-7.44E+01,2.1,8.90E-01,-1.40E-01,206,,,0.42,0.54,-0.09,17.2,1,q1_q16_tce,5691,156,-158,4.544,0.023,-0.305,0.887,0.373,-0.06,295.02985,43.129421,14.465
6764,7550875,K05399.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.19E-02,-1.19E-02,136.3731,1.90E-02,-1.90E-02,0.0868,0.433,-0.0867,2.64,0.693,-0.693,6.60E+02,1.83E+02,-1.83E+02,2.19,1.13E+00,-2.60E-01,210,,,0.46,0.76,-0.14,5.4,1,q1_q16_tce,5340,185,-146,4.456,0.102,-0.361,0.867,0.448,-0.103,297.65436,43.178551,15.202
6767,8482513,K05522.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.52E-02,-1.52E-02,235.7367,2.83E-02,-2.83E-02,0.2437,0.2189,-0.2435,17.03,1.2,-1.2,7.48E+02,7.88E+01,-7.88E+01,2.47,9.70E-01,-2.50E-01,240,,,0.78,0.93,-0.22,13.8,1,q1_q16_tce,5539,177,-152,4.467,0.072,-0.258,0.913,0.356,-0.094,286.11569,44.592941,15.684
6775,11465658,K05903.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,6.64E-03,-6.64E-03,267.5242,2.14E-02,-2.14E-02,0.1412,0.3404,-0.1411,3.702,0.962,-0.962,6.04E+02,1.43E+02,-1.43E+02,2.06,7.50E-01,-1.70E-01,253,,,0.97,1.09,-0.23,6.4,1,q1_q16_tce,5426,172,-144,4.535,0.036,-0.245,0.85,0.311,-0.067,296.63181,49.363312,15.327
6776,11465869,K05904.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,koi_period,6.91E-03,-6.91E-03,267.9262,1.29E-02,-1.29E-02,0.0183,0.4357,-0.0182,11.236,0.427,-0.427,8.80E+01,7.90E+00,-7.90E+00,0.68,1.80E-01,-5.00E-02,219,,,0.55,0.43,-0.12,12.1,1,q1_q16_tce,5359,167,-134,4.611,0.028,-0.157,0.741,0.194,-0.053,296.71918,49.35994,11.697
6784,11598638,K05912.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,9.45E-03,-9.45E-03,305.6179,1.94E-02,-1.94E-02,0.8071,0.14,-0.5764,3.429,0.64,-0.64,3.02E+02,4.91E+01,-4.91E+01,2.25,1.40E+00,-2.60E-01,302,,,1.97,3.71,-0.63,6.1,1,q1_q16_tce,6495,152,-221,4.379,0.065,-0.355,1.168,0.726,-0.137,284.55368,49.6847,13.728
6792,11603298,K05920.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,koi_period,2.20E-02,-2.20E-02,247.0802,2.42E-02,-2.42E-02,0.3379,0.1274,-0.3379,10.714,0.773,-0.773,3.30E+02,3.34E+01,-3.34E+01,1.87,6.50E-01,-1.70E-01,265,,,1.16,1.16,-0.31,13.1,1,q1_q16_tce,6587,156,-197,4.463,0.045,-0.256,1.008,0.353,-0.088,287.65161,49.686501,13.731
6795,11616434,K05924.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,5.55E-03,-5.55E-03,362.2906,1.21E-02,-1.21E-02,0.3377,0.1493,-0.3377,2.91,0.474,-0.474,1.13E+03,1.84E+02,-1.84E+02,2.49,3.80E-01,-2.40E-01,219,,,0.54,0.27,-0.15,7.1,1,q1_q16_tce,5031,162,-131,4.548,0.062,-0.107,0.748,0.113,-0.073,294.69086,49.626991,15.789
6798,11654039,K05927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,koi_period,2.40E-02,-2.40E-02,452.2705,4.11E-02,-4.11E-02,0.3772,0.0804,-0.3772,13.8,1.9,-1.9,1.64E+02,2.21E+01,-2.21E+01,1.26,5.00E-01,-1.30E-01,245,,,0.86,1,-0.24,9.2,1,q1_q16_tce,5997,148,-170,4.466,0.054,-0.285,0.971,0.39,-0.096,287.29846,49.703049,13.298
6808,11860294,K05938.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,7.33E-03,-7.33E-03,237.24091,8.57E-03,-8.57E-03,0.3515,0.0941,-0.3514,3.296,0.329,-0.329,2.00E+02,2.76E+01,-2.76E+01,1.66,1.00E+00,-2.20E-01,257,,,1.03,1.92,-0.36,7.1,1,q1_q16_tce,6273,168,-229,4.345,0.094,-0.334,1.155,0.7,-0.149,289.65347,50.12801,12.812
6818,12007270,K05948.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.93E-02,-1.93E-02,165.2177,3.88E-02,-3.88E-02,0.5091,0.4959,-0.2889,5.41,1.1,-1.1,2.49E+02,6.04E+01,-6.04E+01,1.23,5.50E-01,-8.00E-02,222,,,0.58,0.77,-0.12,5.9,1,q1_q16_tce,5776,161,-140,4.596,0.029,-0.287,0.759,0.339,-0.05,288.18256,50.49836,13.843
6819,12009917,K05949.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,8.73E-03,-8.73E-03,433.1966,1.46E-02,-1.46E-02,0.411,0.0489,-0.4108,3.496,0.504,-0.504,2.75E+02,4.35E+01,-4.35E+01,1.88,8.90E-01,-2.40E-01,249,,,0.92,1.28,-0.3,7.3,1,q1_q16_tce,6201,154,-188,4.352,0.101,-0.29,1.111,0.528,-0.142,289.68549,50.409229,13.295
6820,12020376,K05950.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.02E-03,-3.02E-03,223.4128,2.36E-02,-2.36E-02,0.0905,0.3729,-0.0903,3.801,0.84,-0.84,1.87E+02,3.04E+01,-3.04E+01,1,2.50E-01,-7.00E-02,314,,,2.31,1.78,-0.52,7.3,1,q1_q16_tce,5359,170,-137,4.611,0.028,-0.152,0.741,0.186,-0.053,295.4801,50.42128,13.718
6827,12156805,K05957.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,koi_period,1.62E-02,-1.62E-02,183.5693,2.74E-02,-2.74E-02,0.6743,0.0107,-0.5335,9.841,0.798,-0.798,1.26E+02,1.44E+01,-1.44E+01,1.13,5.90E-01,-1.50E-01,230,,,0.66,1.09,-0.22,10.1,1,q1_q16_tce,5225,181,-144,4.41,0.124,-0.349,0.954,0.5,-0.128,289.96442,50.791859,12.235
6828,12165063,K05958.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.94E-03,-2.94E-03,131.6622,1.13E-02,-1.13E-02,0.266,0.3645,-0.23,1.328,0.443,-0.443,1.27E+02,3.00E+01,-3.00E+01,0.89,2.00E-01,-8.00E-02,245,,,0.86,0.64,-0.24,4.7,1,q1_q16_tce,5093,210,-155,4.525,0.059,-0.18,0.798,0.177,-0.075,294.52161,50.795456,12.059
6829,12168895,K05959.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.78E-02,-3.78E-02,192.461,1.39E-01,-1.39E-01,0.8011,0.0146,-0.6006,6.8,2.6,-2.6,3.05E+02,1.36E+02,-1.36E+02,1.74,7.10E-01,-1.40E-01,284,,,1.55,1.84,-0.4,6.4,1,q1_q16_tce,5979,156,-175,4.52,0.036,-0.294,0.902,0.366,-0.076,296.24155,50.78051,14.495
6836,10964747,K05844.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,6.25E-03,-6.25E-03,208.2266,1.42E-02,-1.42E-02,0.3073,0.1864,-0.3071,3.023,0.521,-0.521,4.28E+02,7.95E+01,-7.95E+01,1.61,9.40E-01,-1.90E-01,230,,,0.66,1.25,-0.2,6.2,1,q1_q16_tce,5481,197,-162,4.51,0.092,-0.439,0.775,0.456,-0.088,285.86667,48.407742,15.023
6848,12506986,K05973.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.05E-02,-4.05E-02,391.9313,2.89E-02,-2.89E-02,0.4097,0.0296,-0.4095,10.29,1.1,-1.1,2.85E+02,3.28E+01,-3.28E+01,1.82,7.20E-01,-1.70E-01,285,,,1.57,1.74,-0.44,12,1,q1_q16_tce,6686,149,-203,4.425,0.053,-0.273,1.053,0.412,-0.1,289.4024,51.441738,12.71
6849,10991431,K05851.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,8.71E-03,-8.71E-03,217.0496,2.06E-02,-2.06E-02,0.2141,0.2287,-0.2138,7.531,0.747,-0.747,4.66E+02,6.42E+01,-6.42E+01,2.18,8.80E-01,-2.40E-01,277,,,1.4,1.68,-0.43,8.9,1,q1_q16_tce,6026,164,-200,4.437,0.064,-0.282,1.006,0.408,-0.109,298.30725,48.48246,14.718
6861,12734110,K05978.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.24E-02,-2.24E-02,245.1789,3.06E-02,-3.06E-02,0.0594,0.4299,-0.0592,6.65,1.1,-1.1,4.70E+02,9.58E+01,-9.58E+01,1.78,7.00E-01,-1.60E-01,209,,,0.45,0.59,-0.12,7,1,q1_q16_tce,4988,209,-153,4.498,0.07,-0.407,0.85,0.334,-0.076,288.71906,51.914211,14.923
6866,11073238,K05861.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.81E-02,-4.81E-02,189.0844,4.00E-02,-4.00E-02,0.6038,0.3739,-0.3855,17.2,1.8,-1.8,2.17E+02,3.22E+01,-3.22E+01,1.58,7.40E-01,-1.50E-01,256,,,1.01,1.39,-0.28,8.2,1,q1_q16_tce,6195,151,-188,4.437,0.053,-0.306,1.029,0.482,-0.098,285.72473,48.607632,13.752
6872,11100170,K05869.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.50E-03,-1.50E-03,225.7127,9.05E-03,-9.05E-03,0.2729,0.2012,-0.2728,4.92,0.294,-0.294,1.31E+03,1.43E+02,-1.43E+02,2.42,2.30E-01,-2.30E-01,267,,,1.21,0.47,-0.35,11.4,1,q1_q16_tce,4641,177,-160,4.589,0.051,-0.037,0.691,0.065,-0.067,298.57523,48.668362,15.746
6873,11129145,K05870.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.47E-03,-2.47E-03,238.008,1.42E-02,-1.42E-02,0.2502,0.2276,-0.2502,2.514,0.481,-0.481,2.17E+02,3.92E+01,-3.92E+01,0.75,5.00E-02,-7.00E-02,217,,,0.52,0.17,-0.14,5.7,1,q1_q16_tce,4342,135,-141,4.715,0.06,-0.035,0.523,0.04,-0.048,287.46823,48.758659,13.586
6876,11152511,K05874.01,,CANDIDATE,CANDIDATE,0.534,0,0,0,0,koi_period,1.13E-02,-1.13E-02,360.8412,3.06E-02,-3.06E-02,0.529,0.412,-0.314,12.722,0.567,-0.567,4.07E+02,2.44E+01,-2.44E+01,2.07,2.60E-01,-2.50E-01,266,,,1.18,0.39,-0.33,19.7,1,q1_q17_dr25_tce,5426,76,-76,4.378,0.126,-0.084,1.007,0.124,-0.124,298.06229,48.724918,13.618
6880,11191364,K05878.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.59E-02,-1.59E-02,236.2702,4.72E-02,-4.72E-02,0.1723,0.3262,-0.172,5.4,1.6,-1.6,7.51E+02,1.74E+02,-1.74E+02,1.88,4.30E-01,-1.30E-01,251,,,0.94,0.71,-0.23,5.3,1,q1_q16_tce,5433,222,-184,4.629,0.034,-0.126,0.689,0.155,-0.049,292.33502,48.87252,15.784
6881,11198419,K05879.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.34E-03,-2.34E-03,189.2756,2.32E-02,-2.32E-02,0.9117,0.0087,-0.6588,7.22,1,-1,8.28E+02,1.04E+02,-1.04E+02,1.6,1.70E-01,-2.40E-01,209,,,0.45,0.13,-0.15,7.7,1,q1_q16_tce,3827,56,-75,4.782,0.06,-0.07,0.462,0.05,-0.07,295.57629,48.897861,15.841
6886,11338918,K05884.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,koi_period,1.40E-02,-1.40E-02,246.525,1.73E-02,-1.73E-02,0.3978,0.0902,-0.3978,3.84,0.812,-0.812,3.22E+02,8.11E+01,-8.11E+01,1.52,2.14E+00,-1.60E-01,185,,,0.28,1.55,-0.08,7.4,1,q1_q16_tce,5135,167,-139,4.479,0.087,-0.711,0.849,1.2,-0.089,285.33615,49.190769,13.714
6889,11348610,K05888.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,4.52E-03,-4.52E-03,256.5195,1.04E-02,-1.04E-02,0.4668,0.0488,-0.4668,2.823,0.672,-0.672,5.12E+02,1.33E+02,-1.33E+02,1.84,6.80E-01,-1.40E-01,273,,,1.32,1.45,-0.3,6.2,1,q1_q16_tce,5463,164,-142,4.578,0.026,-0.24,0.803,0.295,-0.059,290.8688,49.105068,15.491
6890,11351454,K05889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.95E-02,-2.95E-02,462.0983,3.50E-02,-3.50E-02,0.5723,0.3901,-0.3536,17.9,1.3,-1.3,4.30E+02,5.45E+01,-5.45E+01,2.42,1.37E+00,-2.80E-01,280,,,1.44,2.52,-0.47,8.9,1,q1_q17_dr24_tce,6195,167,-243,4.407,0.061,-0.331,1.124,0.64,-0.127,292.39926,49.173641,15.429
6891,11355925,K05890.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,5.10E-03,-5.10E-03,308.8678,1.26E-02,-1.26E-02,0.1782,0.3054,-0.1781,2.213,0.541,-0.541,3.78E+02,7.32E+01,-7.32E+01,2.19,7.40E-01,-4.30E-01,308,,,2.11,2.09,-0.88,5.6,1,q1_q16_tce,5758,161,-146,4.277,0.19,-0.214,1.132,0.378,-0.223,294.52682,49.175072,14.225
6893,11393633,K05893.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.63E-02,-2.63E-02,245.7373,5.57E-02,-5.57E-02,0.4652,0.0064,-0.4489,11.26,2.1,-2.1,3.04E+02,5.91E+01,-5.91E+01,1.4,5.30E-01,-1.10E-01,216,,,0.52,0.58,-0.12,5.8,1,q1_q16_tce,5583,159,-144,4.58,0.03,-0.24,0.79,0.299,-0.059,286.55554,49.240501,15.006
6896,11414368,K05896.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.84E-02,-1.84E-02,363.313,2.70E-02,-2.70E-02,0.3094,0.1312,-0.3093,8.14,1,-1,6.63E+02,9.39E+01,-9.39E+01,1.94,1.08E+00,-2.10E-01,212,,,0.48,0.87,-0.14,12.8,1,q1_q16_tce,5544,196,-158,4.529,0.087,-0.445,0.75,0.421,-0.079,296.96423,49.202339,14.886
6908,6364582,K03456.02,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.19E-02,-2.19E-02,426.1722,3.08E-02,-3.08E-02,0.3621,0.0933,-0.3621,9.495,0.82,-0.82,1.21E+02,1.56E+01,-1.56E+01,1.18,4.40E-01,-1.60E-01,249,,,0.91,1,-0.3,8.1,2,q1_q16_tce,6008,156,-174,4.373,0.103,-0.255,1.062,0.397,-0.141,292.00204,41.786961,12.988
6927,8613338,K06184.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.32E-02,-1.32E-02,209.218,2.11E-02,-2.11E-02,0.2371,0.2146,-0.2369,14.305,0.581,-0.581,2.01E+02,1.62E+01,-1.62E+01,1.3,5.20E-01,-1.40E-01,216,,,0.51,0.61,-0.14,16,2,q1_q16_tce,5671,160,-141,4.466,0.07,-0.268,0.919,0.368,-0.096,286.85727,44.766392,12.796
7004,4139254,K06108.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.17E-02,-1.17E-02,299.5015,1.50E-02,-1.50E-02,0.4516,0.0439,-0.4516,3.756,0.819,-0.819,1.23E+02,2.71E+01,-2.71E+01,1.07,4.70E-01,-1.60E-01,225,,,0.61,0.79,-0.21,5.5,3,q1_q16_tce,5551,159,-131,4.386,0.143,-0.273,0.957,0.412,-0.147,285.8627,39.20528,12.12
7042,9008103,K03283.03,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.12E-03,-1.12E-03,205.7369,1.06E-02,-1.06E-02,0.4,0.0522,-0.3999,2.184,0.377,-0.377,5.78E+02,1.03E+02,-1.03E+02,1.72,2.20E-01,-1.30E-01,310,,,2.2,0.92,-0.52,7.1,2,q1_q16_tce,4944,145,-136,4.614,0.029,-0.076,0.721,0.09,-0.055,286.08908,45.369011,15.322
7047,5951416,K04781.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.00E-02,-2.00E-02,344.9169,2.56E-02,-2.56E-02,0.1508,0.3052,-0.1508,11.603,0.863,-0.863,4.04E+02,5.62E+01,-5.62E+01,1.88,7.50E-01,-1.80E-01,237,,,0.74,0.87,-0.21,9.2,1,q1_q16_tce,6225,171,-197,4.481,0.055,-0.29,0.931,0.371,-0.09,288.97574,41.279121,14.892
7126,8042747,K07861.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,9.53E-03,-9.53E-03,381.4073,1.46E-02,-1.46E-02,0.733,0.005,-0.545,5.487,0.565,-0.565,3.56E+02,4.16E+01,-4.16E+01,2.1,7.10E-01,-2.30E-01,252,,,0.95,0.94,-0.3,10.5,1,q1_q17_dr25_tce,6197,172,-216,4.449,0.056,-0.224,1.035,0.349,-0.116,296.38904,43.85051,14.091
7141,4150539,K01330.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,koi_period,1.55E-03,-1.55E-03,196.1952,1.27E-02,-1.27E-02,0.173,0.312,-0.173,24.312,0.476,-0.476,1.03E+03,2.86E+01,-2.86E+01,2.15,1.50E-01,-1.90E-01,285,,,1.57,0.46,-0.4,37.6,3,q1_q17_dr25_tce,4641,139,-125,4.589,0.054,-0.027,0.694,0.05,-0.061,289.7261,39.272831,15.703
7142,9839821,K02012.02,,CANDIDATE,CANDIDATE,0.877,0,0,0,0,koi_period,2.83E-03,-2.83E-03,234.3344,1.33E-02,-1.33E-02,0.025,0.42,-0.025,8.99,0.377,-0.377,7.42E+02,5.04E+01,-5.04E+01,2.3,5.40E-01,-1.90E-01,302,,,1.96,1.32,-0.49,16.2,2,q1_q17_dr25_tce,5818,139,-157,4.554,0.042,-0.168,0.848,0.199,-0.071,295.34271,46.602261,14.876
7149,11462969,K06239.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,7.64E-03,-7.64E-03,325.9025,1.74E-02,-1.74E-02,0.5052,0.0318,-0.4452,3.495,0.607,-0.607,3.80E+02,5.86E+01,-5.86E+01,1.77,7.60E-01,-1.50E-01,236,,,0.73,0.93,-0.18,6.9,1,q1_q16_tce,5847,151,-159,4.525,0.035,-0.303,0.884,0.383,-0.073,295.56683,49.378029,13.893
7182,6946708,K06151.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.94E-02,-1.94E-02,507.3561,2.73E-02,-2.73E-02,0.196,0.2674,-0.1958,9.135,0.862,-0.862,3.33E+02,4.01E+01,-4.01E+01,1.36,4.70E-01,-9.00E-02,211,,,0.47,0.48,-0.1,9.4,1,q1_q16_tce,5642,175,-137,4.6,0.03,-0.207,0.747,0.258,-0.05,291.20096,42.449989,14.401
7213,3548044,K02194.03,,CANDIDATE,CANDIDATE,0.496,0,0,0,0,koi_period,1.81E-02,-1.81E-02,202.847,3.96E-02,-3.96E-02,0,0.444,0,16.37,1,-1,2.12E+02,2.06E+01,-2.06E+01,1.37,1.80E-01,-1.80E-01,237,,,0.74,0.29,-0.22,11.1,3,q1_q17_dr25_tce,5670,113,-102,4.387,0.138,-0.092,0.95,0.124,-0.124,292.32645,38.657581,13.865
7232,9221517,K02281.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,5.65E-02,-5.65E-02,367.95,1.44E-02,-1.44E-02,0.2429,0.3335,-0.2428,2.4,1.1,-1.1,3.66E+02,1.22E+02,-1.22E+02,1.54,3.40E-01,-1.10E-01,196,,,0.35,0.25,-0.08,4.5,2,q1_q16_tce,5178,172,-136,4.556,0.028,-0.149,0.818,0.186,-0.056,293.1311,45.663551,13.829
7246,7974634,K06168.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,5.71E-03,-5.71E-03,196.6089,1.16E-02,-1.16E-02,0.2598,0.1773,-0.2598,3.981,0.458,-0.458,2.36E+02,3.31E+01,-3.31E+01,1.94,1.33E+00,-2.80E-01,298,,,1.85,3.93,-0.67,7.8,4,q1_q16_tce,6443,153,-215,4.325,0.086,-0.373,1.248,0.855,-0.182,296.58698,43.766918,12.236
7274,9838804,K03028.02,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.15E-02,-3.15E-02,462.2522,5.04E-02,-5.04E-02,0.1573,0.3167,-0.1569,6.97,2.8,-2.8,6.83E+02,1.82E+02,-1.82E+02,2.11,8.30E-01,-1.60E-01,208,,,0.45,0.55,-0.11,5.6,2,q1_q16_tce,5536,195,-162,4.566,0.029,-0.263,0.816,0.324,-0.062,294.96246,46.676289,15.983
7279,9966219,K03401.02,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.61E-02,-1.61E-02,327.7185,3.85E-02,-3.85E-02,0.6133,0.0169,-0.4804,10.84,1.5,-1.5,3.86E+02,3.96E+01,-3.96E+01,2.2,7.50E-01,-3.50E-01,283,,,1.52,1.54,-0.57,10.8,1,q1_q16_tce,5896,162,-169,4.343,0.138,-0.232,1.072,0.368,-0.172,297.47839,46.81575,14.388
7281,7219825,K00238.03,,CANDIDATE,CANDIDATE,0.784,0,0,0,0,koi_period,1.60E-02,-1.60E-02,256.5011,2.58E-02,-2.58E-02,0.055,0.409,-0.055,14.083,0.744,-0.744,2.61E+02,2.05E+01,-2.05E+01,1.96,3.30E-01,-2.90E-01,296,,,1.81,0.87,-0.6,13,2,q1_q17_dr25_tce,6086,133,-133,4.274,0.137,-0.112,1.216,0.199,-0.179,296.99863,42.78196,14.061
7293,9826171,K03173.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.07E-02,-1.07E-02,131.4436,2.56E-02,-2.56E-02,0.9936,0.2663,-0.0845,13.02,1.3,-1.3,1.20E+02,1.22E+01,-1.22E+01,1.59,6.50E-01,-1.50E-01,236,,,0.73,0.88,-0.18,10.4,,,5971,147,-150,4.514,0.048,-0.289,0.868,0.359,-0.078,289.73468,46.64534,10.614
7320,8308682,K03507.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,5.29E-02,-5.29E-02,263.5018,8.31E-02,-8.31E-02,0.2434,0.2208,-0.2433,15.23,2.9,-2.9,6.78E+02,9.90E+01,-9.90E+01,2.08,7.00E-01,-1.40E-01,223,,,0.59,0.59,-0.14,11.1,,,5381,171,-143,4.575,0.024,-0.221,0.811,0.27,-0.057,294.99933,44.213531,15.65
7331,4917357,K05102.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.31E-03,-2.31E-03,259.53,1.24E-02,-1.24E-02,0.2482,0.2101,-0.2481,1.948,0.35,-0.35,5.60E+02,1.07E+02,-1.07E+02,2.03,6.40E-01,-1.30E-01,305,,,2.05,1.92,-0.44,6.6,1,q1_q16_tce,5485,154,-149,4.556,0.021,-0.242,0.867,0.275,-0.056,289.86099,40.055641,15.109
7355,8364232,K07882.01,,CANDIDATE,CANDIDATE,0.529,0,0,0,0,koi_period,1.27E-03,-1.27E-03,140.2325,1.64E-02,-1.64E-02,0.377,0.082,-0.377,4.224,0.561,-0.561,4.17E+02,5.67E+01,-5.67E+01,1.31,8.00E-02,-1.20E-01,295,,,1.79,0.49,-0.47,8.9,1,q1_q17_dr25_tce,4348,130,-130,4.62,0.049,-0.021,0.646,0.041,-0.056,291.31281,44.38192,15.559
7383,8555967,K07894.01,,CANDIDATE,CANDIDATE,0.837,0,0,0,0,koi_period,1.27E-02,-1.27E-02,169.433,3.05E-02,-3.05E-02,0.057,0.383,-0.057,16.77,1.1,-1.1,3.41E+02,3.49E+01,-3.49E+01,1.62,4.90E-01,-1.50E-01,253,,,0.97,0.87,-0.27,11.9,1,q1_q17_dr25_tce,5995,163,-181,4.536,0.038,-0.2,0.878,0.266,-0.083,290.3031,44.678089,14.648
7485,8442795,K07040.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,4.74E-02,-4.74E-02,162.9131,7.55E-02,-7.55E-02,0.9802,0.0245,-0.7023,9.39,1.6,-1.6,4.48E+02,8.52E+01,-8.52E+01,2.18,7.60E-01,-1.10E-01,212,,,0.48,0.49,-0.1,7.1,1,q1_q17_dr24_tce,6018,182,-164,4.615,0.024,-0.024,0.733,0.255,-0.038,296.05728,44.461079,14.948
7502,11356602,K07439.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,1.65E-02,-1.65E-02,191.3655,2.72E-02,-2.72E-02,0.034,0.399,-0.034,17.26,1.2,-1.2,2.87E+02,1.42E+01,-1.42E+01,2.01,3.10E-01,-2.80E-01,293,,,1.73,0.71,-0.52,20,1,q1_q17_dr25_tce,5866,79,-79,4.301,0.132,-0.108,1.198,0.185,-0.168,294.82391,49.158642,13.011
7512,4171955,K06392.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.73E-02,-2.73E-02,254.3616,3.24E-02,-3.24E-02,0.4658,0.4952,-0.262,12.263,0.926,-0.926,6.19E+02,8.80E+01,-8.80E+01,2.3,7.90E-01,-1.90E-01,248,,,0.9,0.9,-0.22,10.2,1,q1_q17_dr24_tce,6011,154,-169,4.522,0.034,-0.034,0.902,0.314,-0.073,294.92883,39.201401,14.481
7542,9480398,K07179.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,5.90E-02,-5.90E-02,509.257,7.43E-02,-7.43E-02,0.7466,0.0484,-0.5277,23.26,3.7,-3.7,8.23E+01,1.22E+01,-1.22E+01,1.18,4.90E-01,-2.20E-01,272,,,1.29,1.66,-0.54,8.2,1,q1_q17_dr24_tce,5845,181,-197,4.282,0.162,-0.162,1.198,0.503,-0.22,297.37427,46.054806,13.31
7720,11671646,K07470.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.34E-02,-3.34E-02,498.8298,5.11E-02,-5.11E-02,0.1835,0.2835,-0.1834,9.88,1.1,-1.1,3.91E+02,5.77E+01,-5.77E+01,1.9,2.01E+00,-3.10E-01,225,,,0.6,2.36,-0.23,8.9,1,q1_q17_dr24_tce,5128,193,-167,4.388,0.143,-0.143,0.988,1.047,-0.158,296.53479,49.785851,13.87
